case_id,sku,sku_name,category,supplier,supplier_name,platform,language,region,amount,date,similarity,same_item,defect_tags,defect_description,consistency,outcome,mode
RG-000661,AMZ-P22447,Electronics · P22447,3C数码,S6,海贸乱发(劣),Amazon,en,US,180.17,2025-11-03,0.651,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000662,AMZ-P20854,Clothing · P20854,服饰鞋包,S7,锐捷制造,Amazon,en,US,24.94,2025-08-12,0.887,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000663,AMZ-P22193,Electronics · P22193,3C数码,S6,海贸乱发(劣),Amazon,en,US,146.17,2025-12-21,0.612,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000664,AMZ-P21291,Home · P21291,小家电,S6,海贸乱发(劣),Amazon,en,US,305.79,2026-04-03,0.884,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000665,AMZ-P20025,Electronics · P20025,3C数码,S6,海贸乱发(劣),Amazon,en,US,74.68,2025-11-24,0.903,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000666,AMZ-P22044,Sports · P22044,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,581.68,2025-02-08,0.658,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000667,AMZ-P23029,Clothing · P23029,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,748.16,2026-05-17,0.832,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000668,AMZ-P23148,Clothing · P23148,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,86.32,2025-06-02,0.642,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000669,AMZ-P20679,Books · P20679,饰品配件,S7,锐捷制造,Amazon,en,US,16.64,2025-01-11,0.931,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000670,AMZ-P20251,Sports · P20251,服饰鞋包,S7,锐捷制造,Amazon,en,US,44.22,2025-10-21,0.901,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000671,AMZ-P23684,Books · P23684,饰品配件,S6,海贸乱发(劣),Amazon,en,US,97.54,2025-04-24,0.6,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000672,AMZ-P20236,Electronics · P20236,3C数码,S6,海贸乱发(劣),Amazon,en,US,16.52,2026-07-02,0.639,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000673,AMZ-P22221,Toys · P22221,饰品配件,S3,鑫源电子(劣),Amazon,en,US,57.16,2025-06-25,0.87,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000674,AMZ-P22874,Electronics · P22874,3C数码,S6,海贸乱发(劣),Amazon,en,US,47.73,2026-05-26,0.837,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000675,AMZ-P20060,Electronics · P20060,3C数码,S6,海贸乱发(劣),Amazon,en,US,32.8,2026-02-27,0.813,False,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000676,AMZ-P23948,Electronics · P23948,3C数码,S6,海贸乱发(劣),Amazon,en,US,113.14,2025-03-06,0.862,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000677,AMZ-P20639,Electronics · P20639,3C数码,S6,海贸乱发(劣),Amazon,en,US,112.42,2026-06-26,0.883,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000678,AMZ-P22806,Electronics · P22806,3C数码,S6,海贸乱发(劣),Amazon,en,US,339.08,2026-03-07,0.857,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000679,AMZ-P20460,Home · P20460,小家电,S7,锐捷制造,Amazon,en,US,103.18,2026-01-01,0.876,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,输,dataset
RG-000680,AMZ-P23312,Home · P23312,小家电,S7,锐捷制造,Amazon,en,US,62.67,2026-01-04,0.939,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000681,AMZ-P22242,Home · P22242,小家电,S6,海贸乱发(劣),Amazon,en,US,64.47,2025-10-24,0.855,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000682,AMZ-P23164,Electronics · P23164,3C数码,S6,海贸乱发(劣),Amazon,en,US,280.37,2024-12-24,0.848,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000683,AMZ-P20481,Home · P20481,小家电,S3,鑫源电子(劣),Amazon,en,US,64.04,2025-09-10,0.847,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000684,AMZ-P21990,Sports · P21990,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,131.73,2026-08-06,0.844,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000685,AMZ-P20861,Clothing · P20861,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,144.46,2026-08-07,0.899,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000686,AMZ-P23483,Toys · P23483,饰品配件,S6,海贸乱发(劣),Amazon,en,US,146.15,2025-02-17,0.624,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000687,AMZ-P21939,Beauty · P21939,饰品配件,S6,海贸乱发(劣),Amazon,en,US,20.17,2026-04-28,0.639,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000688,AMZ-P20994,Books · P20994,饰品配件,S6,海贸乱发(劣),Amazon,en,US,99.42,2025-06-19,0.872,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000689,AMZ-P21676,Home · P21676,小家电,S3,鑫源电子(劣),Amazon,en,US,217.03,2025-05-01,0.857,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000690,AMZ-P23625,Electronics · P23625,3C数码,S6,海贸乱发(劣),Amazon,en,US,63.95,2026-07-15,0.875,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000691,AMZ-P20546,Electronics · P20546,3C数码,S6,海贸乱发(劣),Amazon,en,US,83.98,2025-05-01,0.639,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000692,AMZ-P21016,Home · P21016,小家电,S7,锐捷制造,Amazon,en,US,1040.52,2025-09-10,0.922,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000693,AMZ-P21089,Clothing · P21089,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,763.37,2026-01-09,0.899,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000694,AMZ-P22637,Home · P22637,小家电,S6,海贸乱发(劣),Amazon,en,US,147.13,2026-05-25,0.819,False,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000695,AMZ-P23624,Electronics · P23624,3C数码,S7,锐捷制造,Amazon,en,US,101.3,2025-05-06,0.914,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000696,AMZ-P21676,Beauty · P21676,饰品配件,S6,海贸乱发(劣),Amazon,en,US,240.01,2025-02-20,0.843,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000697,AMZ-P20529,Clothing · P20529,服饰鞋包,S7,锐捷制造,Amazon,en,US,35.96,2026-01-25,0.888,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000698,AMZ-P23818,Home · P23818,小家电,S3,鑫源电子(劣),Amazon,en,US,43.91,2026-04-26,0.88,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000699,AMZ-P22336,Clothing · P22336,服饰鞋包,S7,锐捷制造,Amazon,en,US,138.12,2026-01-05,0.919,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000700,AMZ-P21389,Toys · P21389,饰品配件,S6,海贸乱发(劣),Amazon,en,US,58.38,2026-04-06,0.658,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000701,AMZ-P23640,Electronics · P23640,3C数码,S6,海贸乱发(劣),Amazon,en,US,133.55,2025-08-23,0.628,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000702,AMZ-P23718,Electronics · P23718,3C数码,S7,锐捷制造,Amazon,en,US,84.12,2025-07-08,0.885,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000703,AMZ-P23511,Home · P23511,小家电,S3,鑫源电子(劣),Amazon,en,US,121.47,2025-01-07,0.872,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000704,AMZ-P21623,Beauty · P21623,饰品配件,S3,鑫源电子(劣),Amazon,en,US,39.06,2025-09-05,0.854,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000705,AMZ-P22421,Home · P22421,小家电,S3,鑫源电子(劣),Amazon,en,US,209.88,2026-06-11,0.887,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000706,AMZ-P22221,Toys · P22221,饰品配件,S7,锐捷制造,Amazon,en,US,521.91,2025-05-09,0.959,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000707,AMZ-P22712,Clothing · P22712,服饰鞋包,S7,锐捷制造,Amazon,en,US,119.48,2025-03-17,0.98,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000708,AMZ-P20754,Home · P20754,小家电,S7,锐捷制造,Amazon,en,US,175.72,2025-06-18,0.889,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000709,AMZ-P23899,Beauty · P23899,饰品配件,S3,鑫源电子(劣),Amazon,en,US,56.21,2025-04-24,0.875,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000710,AMZ-P23514,Electronics · P23514,3C数码,S6,海贸乱发(劣),Amazon,en,US,113.11,2026-02-22,0.831,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000711,AMZ-P21263,Home · P21263,小家电,S6,海贸乱发(劣),Amazon,en,US,175.08,2026-06-13,0.632,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000712,AMZ-P20711,Home · P20711,小家电,S6,海贸乱发(劣),Amazon,en,US,34.02,2026-03-03,0.641,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000713,AMZ-P21857,Home · P21857,小家电,S6,海贸乱发(劣),Amazon,en,US,175.22,2026-07-24,0.826,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000714,AMZ-P20983,Clothing · P20983,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,118.6,2026-04-06,0.634,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000715,AMZ-P21228,Clothing · P21228,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,230.11,2026-02-25,0.628,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000716,AMZ-P22135,Beauty · P22135,饰品配件,S6,海贸乱发(劣),Amazon,en,US,31.38,2026-02-05,0.854,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000717,AMZ-P21696,Electronics · P21696,3C数码,S6,海贸乱发(劣),Amazon,en,US,55.73,2025-03-21,0.846,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000718,AMZ-P21738,Home · P21738,小家电,S6,海贸乱发(劣),Amazon,en,US,394.14,2026-02-10,0.654,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000719,AMZ-P20183,Beauty · P20183,饰品配件,S3,鑫源电子(劣),Amazon,en,US,606.76,2026-06-04,0.855,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000720,AMZ-P22109,Books · P22109,饰品配件,S6,海贸乱发(劣),Amazon,en,US,75.68,2025-06-21,0.619,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000721,AMZ-P21876,Clothing · P21876,服饰鞋包,S7,锐捷制造,Amazon,en,US,121.56,2026-07-25,0.923,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000722,AMZ-P23826,Home · P23826,小家电,S3,鑫源电子(劣),Amazon,en,US,74.23,2025-06-06,0.896,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000723,AMZ-P21905,Electronics · P21905,3C数码,S7,锐捷制造,Amazon,en,US,233.99,2025-01-20,0.923,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000724,AMZ-P23834,Electronics · P23834,3C数码,S6,海贸乱发(劣),Amazon,en,US,48.96,2025-07-03,0.63,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000725,AMZ-P23081,Clothing · P23081,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,217.74,2026-03-24,0.624,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000726,AMZ-P20720,Home · P20720,小家电,S6,海贸乱发(劣),Amazon,en,US,221.19,2025-07-27,0.811,False,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000727,AMZ-P23273,Clothing · P23273,服饰鞋包,S7,锐捷制造,Amazon,en,US,75.95,2025-01-15,0.888,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000728,AMZ-P21235,Electronics · P21235,3C数码,S6,海贸乱发(劣),Amazon,en,US,85.35,2025-07-03,0.855,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000729,AMZ-P21315,Toys · P21315,饰品配件,S7,锐捷制造,Amazon,en,US,85.96,2026-06-27,0.925,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000730,AMZ-P21169,Electronics · P21169,3C数码,S6,海贸乱发(劣),Amazon,en,US,33.37,2026-04-07,0.607,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000731,AMZ-P23442,Electronics · P23442,3C数码,S7,锐捷制造,Amazon,en,US,464.33,2025-08-01,0.949,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000732,AMZ-P21437,Home · P21437,小家电,S6,海贸乱发(劣),Amazon,en,US,14.33,2025-04-20,0.886,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000733,AMZ-P20557,Home · P20557,小家电,S6,海贸乱发(劣),Amazon,en,US,163.61,2025-12-28,0.626,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000734,AMZ-P21598,Sports · P21598,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,109.79,2025-08-08,0.644,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000735,AMZ-P22703,Home · P22703,小家电,S6,海贸乱发(劣),Amazon,en,US,74.74,2025-08-27,0.831,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000736,AMZ-P23796,Clothing · P23796,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,49.21,2026-06-06,0.869,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000737,AMZ-P21539,Home · P21539,小家电,S6,海贸乱发(劣),Amazon,en,US,1447.16,2025-09-04,0.614,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000738,AMZ-P22203,Home · P22203,小家电,S6,海贸乱发(劣),Amazon,en,US,25.23,2026-03-02,0.6,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000739,AMZ-P22972,Home · P22972,小家电,S7,锐捷制造,Amazon,en,US,191.06,2026-06-17,0.878,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000740,AMZ-P22901,Clothing · P22901,服饰鞋包,S7,锐捷制造,Amazon,en,US,129.16,2026-08-01,0.944,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000741,AMZ-P21746,Books · P21746,饰品配件,S7,锐捷制造,Amazon,en,US,118.16,2025-10-02,0.899,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,输,dataset
RG-000742,AMZ-P23001,Clothing · P23001,服饰鞋包,S7,锐捷制造,Amazon,en,US,25.62,2025-05-20,0.908,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000743,AMZ-P21504,Home · P21504,小家电,S7,锐捷制造,Amazon,en,US,24.61,2025-03-05,0.909,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000744,AMZ-P21459,Toys · P21459,饰品配件,S7,锐捷制造,Amazon,en,US,12.68,2025-11-15,0.875,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000745,AMZ-P22136,Home · P22136,小家电,S6,海贸乱发(劣),Amazon,en,US,606.57,2025-05-05,0.613,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000746,AMZ-P23559,Clothing · P23559,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,189.23,2025-06-26,0.649,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000747,AMZ-P22272,Electronics · P22272,3C数码,S7,锐捷制造,Amazon,en,US,360.48,2026-05-02,0.895,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000748,AMZ-P21224,Clothing · P21224,服饰鞋包,S7,锐捷制造,Amazon,en,US,84.25,2026-02-06,0.955,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000749,AMZ-P22413,Home · P22413,小家电,S3,鑫源电子(劣),Amazon,en,US,85.66,2025-11-11,0.844,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000750,AMZ-P20805,Toys · P20805,饰品配件,S6,海贸乱发(劣),Amazon,en,US,92.52,2025-12-16,0.654,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000751,AMZ-P20358,Home · P20358,小家电,S7,锐捷制造,Amazon,en,US,116.07,2025-08-28,0.918,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000752,AMZ-P23616,Books · P23616,饰品配件,S6,海贸乱发(劣),Amazon,en,US,27.28,2025-05-06,0.834,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000753,AMZ-P23684,Sports · P23684,服饰鞋包,S7,锐捷制造,Amazon,en,US,244.16,2026-03-25,0.914,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000754,AMZ-P23624,Home · P23624,小家电,S7,锐捷制造,Amazon,en,US,518.36,2026-05-07,0.915,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000755,AMZ-P23727,Beauty · P23727,饰品配件,S7,锐捷制造,Amazon,en,US,133.9,2025-12-13,0.91,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000756,AMZ-P20393,Clothing · P20393,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,349.67,2025-05-15,0.881,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000757,AMZ-P20900,Electronics · P20900,3C数码,S6,海贸乱发(劣),Amazon,en,US,107.84,2026-02-26,0.876,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000758,AMZ-P22325,Clothing · P22325,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,28.07,2025-03-05,0.649,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000759,AMZ-P23888,Toys · P23888,饰品配件,S3,鑫源电子(劣),Amazon,en,US,51.41,2025-11-19,0.848,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000760,AMZ-P22066,Beauty · P22066,饰品配件,S6,海贸乱发(劣),Amazon,en,US,43.27,2026-01-17,0.88,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000761,AMZ-P22788,Beauty · P22788,饰品配件,S6,海贸乱发(劣),Amazon,en,US,107.88,2026-05-09,0.853,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000762,AMZ-P20611,Clothing · P20611,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,133.74,2025-09-12,0.637,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000763,AMZ-P21547,Books · P21547,饰品配件,S6,海贸乱发(劣),Amazon,en,US,112.12,2025-10-27,0.906,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000764,AMZ-P21327,Beauty · P21327,饰品配件,S6,海贸乱发(劣),Amazon,en,US,209.4,2025-08-09,0.867,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000765,AMZ-P21822,Toys · P21822,饰品配件,S3,鑫源电子(劣),Amazon,en,US,253.45,2026-04-08,0.85,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000766,AMZ-P22075,Electronics · P22075,3C数码,S6,海贸乱发(劣),Amazon,en,US,63.04,2026-04-06,0.846,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000767,AMZ-P21935,Home · P21935,小家电,S7,锐捷制造,Amazon,en,US,1869.9,2025-01-15,0.878,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000768,AMZ-P20264,Home · P20264,小家电,S7,锐捷制造,Amazon,en,US,99.59,2025-04-09,0.905,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000769,AMZ-P21070,Electronics · P21070,3C数码,S3,鑫源电子(劣),Amazon,en,US,18.0,2025-04-01,0.895,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000770,AMZ-P22472,Beauty · P22472,饰品配件,S6,海贸乱发(劣),Amazon,en,US,60.62,2025-07-24,0.848,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000771,AMZ-P23881,Home · P23881,小家电,S3,鑫源电子(劣),Amazon,en,US,44.39,2025-07-26,0.856,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000772,AMZ-P21313,Electronics · P21313,3C数码,S7,锐捷制造,Amazon,en,US,96.02,2026-02-03,0.905,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000773,AMZ-P21073,Home · P21073,小家电,S6,海贸乱发(劣),Amazon,en,US,180.23,2025-07-01,0.845,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000774,AMZ-P23722,Toys · P23722,饰品配件,S7,锐捷制造,Amazon,en,US,145.78,2025-09-06,0.899,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000775,AMZ-P22688,Home · P22688,小家电,S6,海贸乱发(劣),Amazon,en,US,89.46,2025-03-04,0.636,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000776,AMZ-P21336,Home · P21336,小家电,S6,海贸乱发(劣),Amazon,en,US,54.28,2024-12-27,0.601,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000777,AMZ-P23595,Home · P23595,小家电,S3,鑫源电子(劣),Amazon,en,US,139.36,2026-07-20,0.899,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000778,AMZ-P23940,Clothing · P23940,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,88.38,2026-02-19,0.916,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000779,AMZ-P23499,Home · P23499,小家电,S6,海贸乱发(劣),Amazon,en,US,164.65,2025-12-15,0.642,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000780,AMZ-P22894,Books · P22894,饰品配件,S7,锐捷制造,Amazon,en,US,21.02,2026-05-03,0.917,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000781,AMZ-P22578,Electronics · P22578,3C数码,S6,海贸乱发(劣),Amazon,en,US,178.11,2025-04-09,0.606,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000782,AMZ-P20132,Beauty · P20132,饰品配件,S7,锐捷制造,Amazon,en,US,25.86,2025-03-21,0.926,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000783,AMZ-P20472,Home · P20472,小家电,S6,海贸乱发(劣),Amazon,en,US,53.07,2026-06-21,0.821,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000784,AMZ-P23446,Sports · P23446,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,18.86,2024-12-31,0.87,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000785,AMZ-P23387,Clothing · P23387,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,236.5,2026-04-23,0.863,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000786,AMZ-P22174,Sports · P22174,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,167.86,2025-10-23,0.612,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000787,AMZ-P22242,Electronics · P22242,3C数码,S3,鑫源电子(劣),Amazon,en,US,371.65,2025-05-18,0.892,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
